,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
53,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,3,2,4,3,3,3,4,4,3,2,2,1,1,0,3,2,3,0,0,4,3,3,4,4,4,4,3,1,3,2,2,1
5379,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,3,3,4,3,3,2,2,2,4,3,2,3,3,4,0,2,3,2,0,2,0,3,0,4,1,2,2,2,2,1,1,0
534,1,1,2,1,2,0,1,0,0,0,0,1,1,0,0,0,3,3,2,4,4,3,3,3,2,1,1,3,3,3,3,3,3,4,2,1,3,3,3,3,4,4,3,2,2,1,3,1
6355,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,2,4,4,4,3,4,2,4,0,4,4,2,2,4,4,4,2,2,2,4,4,4,3,4,0,2,2,3,1,0
3157,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,3,3,3,1,0,0,3,0,1,0,2,1,2,1,3,3,3,0,2,2,0,1,4,2,3,0,2,2,1,0,0
3704,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,3,4,3,3,3,3,3,3,3,0,3,3,4,3,4,1,4,4,2,3,4,3,4,2,1,4,2,3,0
5693,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,4,3,2,3,3,4,3,4,3,3,4,4,1,1,3,1,3,4,3,4,1,2,3,1,2,0
6019,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,2,1,3,4,2,1,2,2,3,2,2,1,2,3,3,3,1,1,1,2,1,1,3,2,3,3,3,4,2,2,1
3131,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3,3,3,4,2,1,3,2,1,2,1,3,0,3,2,3,3,2,0,2,4,3,1,3,0,2,0,0,2,1,1,0
3218,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,3,2,2,2,2,1,2,2,3,1,2,4,3,3,3,1,2,4,0,3,2,2,3,2,1,3,2,2,1
6681,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,3,3,3,2,3,2,2,4,3,3,1,3,3,3,3,3,3,4,4,3,0,3,2,2,1
4088,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,2,2,4,4,3,3,3,3,2,1,2,3,2,3,3,3,2,1,1,2,2,2,0
6083,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,3,2,1,2,1,3,3,3,4,0,0,0,3,2,4,3,4,4,2,3,3,3,3,0
1467,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,1,3,3,2,3,3,2,2,1,3,2,2,0
1619,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,3,3,4,1,0,1,3,4,3,2,2,3,4,2,4,4,4,4,3,0,4,2,4,1
987,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,4,3,3,3,4,4,4,4,4,4,3,4,3,4,3,2,2,2,2,2,3,3,3,3,3,2,1,2,2,4,0
206,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,3,4,3,4,4,2,3,3,2,2,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,3,0
2547,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,2,2,3,2,3,2,2,3,3,2,2,3,3,2,3,3,4,2,2,4,2,3,2,0,3,3,2,1
3674,1,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,3,4,2,4,4,3,3,3,4,4,3,1,2,0,3,3,3,2,2,4,4,4,3,3,3,4,4,3,2,1,3,1
1515,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,3,3,3,2,2,3,3,3,1,1,2,2,3,4,4,2,1,3,4,2,3,3,3,3,2,1,2,2,2,0
5984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,2,3,4,2,3,2,4,2,4,2,4,4,4,3,0,4,4,4,4,4,4,4,4,2,2,3,0
6438,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,1,2,3,2,1,3,1,2,3,3,3,1,0,3,3,2,1,4,3,4,3,0,4,3,1,0
5533,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,2,3,2,1,1,1,1,0,4,3,2,2,1,1,0,3,2,2,3,2,3,1,0,4,2,1,0
4580,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,3,4,1,3,3,3,2,1,4,3,2,3,1,1,0,0,3,2,2,2,2,1,2,3,1,2,2,2,0
2828,1,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,2,3,2,1,0,2,0,4,3,2,1,4,0,1,4,4,3,4,1,1,1,0,2,2,1,0
1437,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,1,3,2,3,1,4,4,3,4,4,4,4,0,2,4,2,3,4,3,2,1,2,3,4,1,0
5513,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,3,4,3,3,2,2,2,2,3,2,4,3,4,4,3,3,4,3,2,0,0,3,2,2,2,1,1,2,3,2,0
3362,0,0,3,1,1,0,1,1,0,0,1,0,1,0,0,0,3,2,3,4,3,3,2,2,2,3,2,2,0,3,4,3,4,0,1,2,4,0,1,3,2,3,0,0,3,1,2,0
2165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,1,4,4,2,3,1,3,1,4,4,4,4,0,0,3,4,1,3,3,1,2,3,0,4,1,3,0
5390,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,3,3,4,3,4,2,2,3,3,1,4,2,3,3,2,1,4,2,4,4,2,1,4,3,4,2,0,3,2,2,1
2345,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,2,2,3,2,2,2,3,2,3,3,3,3,3,2,4,3,3,3,3,2,3,3,1,3,2,2,0
6399,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,4,3,4,2,3,4,3,3,4,3,3,4,1,4,4,3,2,3,3,3,1,2,3,3,3,1,0,3,4,3,1
5750,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,4,4,3,3,2,3,3,2,2,2,4,3,2,4,2,2,3,0,2,4,2,3,3,0,1,1,1,3,1,2,0
723,0,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,4,4,2,4,4,3,3,4,3,3,3,3,2,2,4,3,4,4,3,4,4,1,3,2,3,0
6547,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,3,3,4,0,1,2,1,4,1,1,3,2,4,4,3,0,3,3,4,3,3,4,4,3,4,2,3,3,2,0
3552,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,3,4,3,3,2,3,4,2,0,3,1,2,4,2,1,4,2,2,3,2,3,0,0,2,3,3,1
6219,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2,4,3,4,2,3,2,3,2,3,2,3,0,2,4,1,1,2,3,3,4,2,0,3,3,4,1,0,2,4,2,1
6287,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,4,3,4,1,3,3,2,4,2,0,0,1,4,4,3,2,2,4,3,1,4,3,2,3,1,4,3,2,3,0
3198,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,3,3,2,3,3,3,3,3,3,2,3,1,0,3,3,3,4,3,1,0,4,1,2,2,2,4,1,0,3,2,3,1
6478,1,1,0,0,0,1,1,1,0,0,2,0,0,1,0,0,3,3,4,3,3,1,1,2,1,2,2,3,0,3,3,3,3,3,3,2,3,2,1,2,1,2,2,2,3,2,2,0
5337,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,3,3,4,4,4,2,3,3,3,3,2,4,4,4,4,3,3,3,1,0,1,2,2,4,3,4,3,2,3,3,3,0
1263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,3,3,4,2,2,3,0,4,4,4,4,3,1,2,2,2,3,3,4,4,3,4,3,2,3,1
2399,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,4,4,4,2,3,3,3,3,2,3,2,4,4,2,1,0,3,2,4,2,0,4,0,3,4,0,2,3,2,0
6117,1,0,4,1,0,1,0,0,0,0,2,0,0,0,0,0,3,4,4,3,3,2,3,2,3,2,2,1,1,2,4,4,4,2,2,3,4,2,4,1,4,4,4,1,3,0,1,0
450,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,4,3,3,3,3,3,3,1,1,4,4,3,3,1,1,4,2,3,4,4,4,3,1,2,2,3,1
2400,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,4,4,3,3,1,4,1,2,3,2,4,4,2,1,0,3,2,4,2,0,4,0,3,4,0,3,3,3,1
2063,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,3,4,2,4,3,2,3,3,3,2,2,3,4,3,4,4,3,0,0,1,4,4,4,4,4,4,4,2,1,1,3,0
6369,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,4,4,2,4,4,2,2,2,2,2,0,4,4,2,2,4,4,4,2,2,2,4,4,4,3,4,0,2,2,3,0,0
4308,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,2,2,3,3,0,1,0,0,2,4,4,4,4,3,0,3,4,2,4,3,3,3,3,0,1,0,1,0
156,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,3,3,4,3,4,3,3,1,3,3,2,1,2,2,3,4,4,3,4,2,3,3,1,2,2,4,0
1839,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,3,2,4,3,2,3,3,2,3,1,0,0,3,3,3,3,2,1,0,4,3,3,3,2,3,1,2,3,2,1,0
1258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,3,3,4,3,3,3,0,4,4,4,4,3,1,2,2,2,3,3,4,4,3,4,2,2,3,1
4525,1,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,4,3,4,4,4,1,4,4,0,4,0,4,3,3,1,1,1,1,1,1,1,2,1,2,4,4,0,3,1,2,1,0
1169,1,0,2,3,0,1,0,0,0,0,0,0,1,1,0,0,3,3,3,4,2,1,1,2,3,2,1,2,1,2,4,4,3,3,2,3,2,2,4,3,3,3,1,4,2,3,1,1
5053,1,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,3,4,2,4,4,0,0,1,2,4,0,4,3,2,3,0,0,3,4,0,3,0,0,1,1,2,0,0,2,2,0,0
4230,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,3,4,3,3,4,4,3,3,3,3,4,2,0,2,4,4,4,3,0,1,4,1,4,4,4,4,2,2,2,3,3,1
1556,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,2,3,3,4,3,3,3,3,4,4,4,2,0,3,4,3,4,3,2,2,3,4,3,2,3,1
5815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,3,2,2,3,2,2,2,1,1,1,4,2,0,0,0,3,3,3,3,3,3,3,3,1,3,2,2,0
739,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,3,4,4,2,4,3,2,2,2,0,0,0,4,3,3,3,3,4,3,0,4,3,3,4,1,0,3,2,2,0
2976,0,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,2,4,2,3,2,3,2,2,2,2,3,2,1,2,3,2,2,2,2,2,2,3,2,3,3,3,4,1,2,2,3,0
4636,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,4,3,3,3,2,3,3,2,4,2,4,2,1,1,0,0,3,3,1,1,3,2,3,2,0,3,2,3,0
4710,1,0,3,0,1,0,1,1,0,0,1,1,1,0,0,0,3,3,3,3,4,3,3,3,2,3,1,2,2,4,4,4,4,2,3,1,3,4,3,4,4,4,4,0,2,2,2,1
6652,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,4,3,3,3,1,3,3,2,2,1,4,2,4,3,3,3,0,0,3,4,1,4,3,4,4,2,2,2,2,2,0
6183,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,2,3,3,3,3,2,2,3,2,3,1
2893,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,4,0,3,4,0,4,0,1,1,1,3,3,2,3,1,4,4,0,4,4,4,4,4,0,2,4,0,1
5019,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,4,3,4,2,3,3,3,3,3,3,3,4,3,4,3,1,2,0,2,0,1,3,2,4,0,0,2,2,3,0
229,1,0,1,3,0,1,0,0,0,0,1,0,1,0,0,0,2,3,2,3,3,3,3,4,2,2,1,1,2,4,3,3,2,2,3,2,4,4,3,3,2,2,3,4,1,1,2,0
5424,0,1,3,0,1,0,0,1,0,0,2,0,0,1,0,0,3,4,4,4,3,4,4,3,3,3,2,3,0,2,3,3,2,2,1,0,4,3,2,4,0,2,1,0,2,2,3,1
1436,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,2,2,2,1,2,2,4,4,3,4,4,4,4,0,2,4,2,3,4,3,2,1,2,2,4,1,0
5306,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,3,4,3,4,3,2,3,3,3,4,4,3,2,2,4,3,4,4,4,4,2,2,3,2,3,0
5474,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,4,3,3,2,2,2,3,2,4,4,4,3,0,1,4,1,4,4,3,3,1,4,3,2,2,0
1033,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,3,3,4,4,3,3,2,3,3,2,2,4,3,3,3,2,1,2,2,2,0,3,0,2,3,3,2,4,1,0,3,1
740,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,4,3,4,4,2,4,4,2,3,2,0,0,0,4,3,3,3,3,4,3,0,4,3,3,4,1,0,1,2,2,0
4607,0,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,2,4,3,4,4,2,4,3,2,2,2,1,0,1,4,2,2,3,3,1,1,4,3,4,2,2,4,2,3,2,2,0
4312,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,3,3,3,3,2,3,3,3,3,2,2,0,3,4,1,2,0,1,4,4,2,2,3,1,2,3,1,3,2,2,0
3854,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,4,4,4,1,2,2,2,3,2,2,4,3,4,4,3,2,3,4,0,3,1,2,3,4,4,4,3,2,3,3,0
4568,1,1,2,2,1,0,0,0,0,0,2,0,0,0,0,0,2,3,2,3,3,3,3,2,2,2,2,4,4,3,3,3,3,2,2,2,2,2,4,4,4,3,1,1,2,3,3,1
2276,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,2,2,0,1,1,1,3,3,2,2,3,4,2,3,2,4,1
3182,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,2,2,3,3,1,3,2,2,2,2,1,3,2,4,3,2,1,3,3,1,4,2,4,1,4,4,0,2,1,2,0
4581,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,4,4,3,4,1,2,2,2,2,1,4,3,2,3,1,1,0,0,3,2,2,2,2,1,2,3,1,3,2,1,0
5030,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,4,3,3,3,2,4,1,0,1,3,3,4,0,3,3,0,2,3,4,4,2,0,2,3,3,1
2304,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,4,4,3,3,3,4,4,4,4,1,4,3,4,4,4,0,0,4,2,3,3,3,3,2,0,2,2,2,1
3296,1,0,3,1,0,1,0,0,0,0,1,1,0,0,0,0,3,4,2,3,3,4,3,2,2,2,3,2,0,2,3,3,1,3,0,1,0,2,3,3,3,3,1,0,2,2,2,0
5049,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,4,2,4,4,2,4,1,1,1,0,4,3,2,3,0,0,3,4,0,3,0,0,1,1,2,0,0,0,2,1,0
6361,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,4,4,2,4,4,2,3,3,1,3,0,4,4,2,2,4,4,4,2,2,2,4,4,4,3,4,0,2,3,3,1,0
1271,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,1,2,2,2,2,2,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,3,2,2,0
5027,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,3,3,3,4,1,0,1,3,3,4,0,3,3,0,2,3,4,4,2,0,3,3,3,1
5426,0,0,3,0,1,0,0,1,0,0,2,0,0,1,0,0,3,4,4,4,3,4,4,4,4,4,4,3,0,2,3,3,2,2,1,0,4,3,2,4,0,2,1,0,4,2,4,1
5873,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,1,4,3,2,2,0,2,4,4,2,3,4,1
5057,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,4,2,4,3,1,2,0,4,3,2,3,0,0,3,4,0,3,0,0,1,1,2,0,0,1,2,0,0
6132,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,3,4,3,4,3,1,4,3,2,3,0,0,0,4,4,2,3,1,0,0,4,1,4,3,1,1,1,4,1,1,2,0
